Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS▼,WS/48,,OBPM,DBPM,BPM,VORP
478,T.J. Leaf\leaftj01,PF,23,POR,7,35,11.2,0.551,0.000,0.200,0.0,15.7,7.6,4.0,2.8,2.6,15.5,15.8,,0.0,0.0,0.0,0.022,,-3.9,0.9,-3.0,0.0
479,Meyers Leonard\leoname01,C,28,MIA,3,29,6.6,0.635,1.000,0.286,0.0,27.1,13.8,9.7,0.0,0.0,20.2,15.4,,0.0,0.0,0.0,0.038,,-3.3,-0.4,-3.7,0.0
480,Will Magnay\magnawi01,C,22,NOP,1,3,-35.1,0.000,1.000,0.000,0.0,0.0,0.0,0.0,0.0,0.0,50.0,28.0,,0.0,0.0,0.0,-0.787,,-30.7,-8.6,-39.3,0.0
481,Frank Mason III\masonfr01,PG,26,ORL,4,79,7.5,0.462,0.208,0.292,3.8,12.2,7.9,22.3,0.0,0.0,15.6,17.5,,0.0,0.0,0.0,-0.018,,-5.2,-2.4,-7.7,-0.1
482,James Nunnally\nunnaja01,SF,30,NOP,9,48,8.3,0.540,0.923,0.154,4.5,15.8,10.2,8.1,0.0,0.0,12.6,13.9,,0.0,0.0,0.0,0.031,,-0.9,-1.8,-2.7,0.0
483,Jontay Porter\portejo01,PF,21,MEM,11,54,9.2,0.640,0.533,0.333,7.8,19.9,13.7,2.5,2.7,1.7,28.9,18.9,,-0.1,0.1,0.0,0.019,,-6.8,0.3,-6.5,-0.1
484,Kevin Porter Jr.\porteke02,SG,20,HOU,26,835,12.5,0.528,0.439,0.256,2.4,10.5,6.3,31.2,1.1,0.9,18.2,25.4,,-0.3,0.3,0.0,0.000,,-1.1,-2.4,-3.5,-0.3
485,Jahmi'us Ramsey\ramseja01,SG,19,SAC,13,94,10.5,0.498,0.500,0.132,2.3,9.6,5.9,8.8,2.0,0.9,6.9,19.8,,0.0,0.0,0.0,0.012,,-3.1,-1.4,-4.5,-0.1
486,Chasson Randle\randlch01,PG,27,ORL,41,837,7.4,0.515,0.549,0.203,0.8,9.6,5.1,12.9,1.3,0.5,15.1,15.7,,-0.4,0.4,0.0,-0.001,,-4.8,-1.1,-5.9,-0.8
487,Cameron Reynolds\reynoca01,SF,25,TOT,5,40,6.5,0.417,0.667,0.000,5.1,8.3,6.7,7.5,0.0,0.0,0.0,19.2,,0.0,0.0,0.0,-0.039,,-3.5,-4.6,-8.1,-0.1
488,Nick Richards\richani01,PF,23,CHO,18,63,5.5,0.542,0.111,1.222,6.8,12.2,9.5,4.2,0.0,0.0,17.8,11.5,,0.0,0.0,0.0,0.026,,-5.9,-2.1,-8.0,-0.1
489,Justin Robinson\robinju01,PG,23,OKC,9,88,6.0,0.453,0.667,0.238,1.2,7.2,4.1,14.1,1.6,0.0,7.9,12.2,,0.0,0.0,0.0,0.021,,-5.8,-1.0,-6.8,-0.1
490,Iman Shumpert\shumpim01,SG,30,BRK,2,11,-0.4,0.250,0.750,0.000,10.6,0.0,5.0,0.0,4.4,0.0,20.0,19.8,,-0.1,0.0,0.0,-0.212,,-10.4,-2.2,-12.6,0.0
491,Deividas Sirvydis\sirvyde01,SG,20,DET,20,133,5.7,0.481,0.700,0.150,0.0,24.5,12.1,5.4,0.7,0.0,10.5,15.7,,-0.1,0.1,0.0,-0.010,,-4.2,-1.2,-5.4,-0.1
492,Alen Smailagić\smailal01,PF,20,GSW,15,84,8.9,0.472,0.370,0.222,7.7,12.5,10.1,6.5,1.7,5.2,14.4,17.6,,-0.1,0.1,0.0,0.015,,-4.9,-0.4,-5.3,-0.1
493,Sindarius Thornwell\thornsi01,SG,26,TOT,21,217,6.6,0.414,0.500,0.174,1.4,7.4,4.4,13.0,2.9,0.9,12.4,11.1,,-0.2,0.2,0.0,0.009,,-5.7,0.9,-4.7,-0.2
494,Anderson Varejão\varejan01,C,38,CLE,5,36,12.9,0.326,0.063,0.563,21.3,41.4,31.1,12.2,0.0,5.0,4.8,25.4,,-0.1,0.0,0.0,-0.029,,-3.7,-3.3,-7.1,0.0
495,Robert Woodard II\woodaro01,SF,21,SAC,13,45,12.5,0.425,0.300,0.400,9.7,30.0,19.7,6.3,0.0,5.6,4.1,23.4,,0.0,0.0,0.0,-0.011,,-2.7,-2.6,-5.3,0.0
496,Jaylen Adams\adamsja01,PG,24,MIL,7,18,-6.5,0.125,0.250,0.000,0.0,16.9,8.8,12.7,0.0,0.0,0.0,18.6,,-0.1,0.0,-0.1,-0.252,,-15.1,-4.6,-19.8,-0.1
497,Avery Bradley\bradlav01,SG,30,TOT,27,602,6.3,0.487,0.591,0.088,1.4,9.1,5.2,10.8,1.7,0.5,13.6,14.9,,-0.5,0.4,-0.1,-0.008,,-4.9,-0.5,-5.4,-0.5
498,Charlie Brown Jr.\brownch02,SG,23,OKC,9,152,4.1,0.422,0.488,0.233,2.0,9.7,5.8,8.2,1.3,1.2,11.2,14.9,,-0.2,0.1,-0.1,-0.032,,-7.4,-1.3,-8.7,-0.3
499,Bruno Caboclo\cabocbr01,PF,25,HOU,6,36,9.0,0.475,0.294,0.118,8.5,34.0,20.7,4.7,0.0,5.0,18.3,25.8,,-0.1,0.0,-0.1,-0.088,,-8.5,-1.7,-10.2,-0.1
500,Jarrett Culver\culveja01,SG,21,MIN,34,499,8.8,0.476,0.315,0.286,7.1,15.8,11.3,6.8,1.6,1.6,12.9,18.2,,-0.4,0.3,-0.1,-0.006,,-4.5,-1.1,-5.6,-0.5
501,Dante Exum\exumda01,SG,25,CLE,6,116,5.9,0.428,0.423,0.077,1.9,14.8,8.2,15.8,1.7,1.5,20.7,12.7,,-0.2,0.1,-0.1,-0.025,,-5.4,1.6,-3.8,-0.1
502,Bruno Fernando\fernabr01,C,22,ATL,33,226,6.2,0.475,0.045,0.500,7.9,29.4,18.9,5.8,0.9,1.2,28.1,14.4,,-0.3,0.3,-0.1,-0.019,,-6.1,-0.4,-6.5,-0.3
503,Markelle Fultz\fultzma01,PG,22,ORL,8,215,12.0,0.458,0.154,0.183,2.3,10.0,6.0,33.1,1.8,0.8,13.8,26.2,,-0.3,0.1,-0.1,-0.024,,-3.6,-0.9,-4.4,-0.1
504,Kyle Guy\guyky01,PG,23,SAC,31,235,8.5,0.449,0.523,0.227,2.3,14.4,8.3,17.9,1.2,0.0,10.2,19.7,,-0.1,0.1,-0.1,-0.015,,-3.7,-2.1,-5.8,-0.2
505,Jared Harper\harpeja01,PG,23,NYK,8,16,-10.8,0.260,0.250,1.000,0.0,13.4,6.8,7.7,0.0,0.0,34.2,24.4,,-0.1,0.0,-0.1,-0.365,,-16.6,-5.5,-22.1,-0.1
506,Chandler Hutchison\hutchch01,SF,24,TOT,25,346,6.8,0.469,0.214,0.243,1.9,22.2,12.1,6.3,1.6,1.2,14.9,16.2,,-0.5,0.4,-0.1,-0.007,,-5.7,0.2,-5.6,-0.3
507,Rodions Kurucs\kurucro01,SF-PF,22,TOT,21,125,6.3,0.459,0.656,0.125,4.3,15.4,9.8,10.3,3.4,2.9,27.8,15.9,,-0.3,0.2,-0.1,-0.041,,-6.4,1.8,-4.6,-0.1
508,Jalen Lecque\lecquja01,PG,20,IND,4,12,4.7,0.242,0.111,0.333,18.2,27.0,22.6,20.6,0.0,0.0,0.0,36.6,,-0.1,0.0,-0.1,-0.232,,-6.6,-6.3,-13.0,0.0
509,Didi Louzada\louzama01,SF,21,NOP,3,56,-0.9,0.308,0.615,0.000,1.9,3.9,2.9,6.5,1.7,0.0,18.8,12.0,,-0.1,0.0,-0.1,-0.099,,-7.8,-1.8,-9.6,-0.1
510,Karim Mané\maneka01,PG,20,ORL,10,88,1.3,0.362,0.154,0.385,1.1,15.9,8.3,6.0,0.0,2.1,16.5,8.9,,-0.1,0.0,-0.1,-0.045,,-9.1,-0.8,-9.9,-0.2
511,Adam Mokoka\mokokad01,SG,22,CHI,14,56,2.2,0.386,0.526,0.053,2.0,7.8,4.9,11.9,1.7,1.6,20.5,18.9,,-0.2,0.1,-0.1,-0.112,,-7.7,-1.6,-9.3,-0.1
512,Anžejs Pasečņiks\pasecan01,C,25,WAS,1,6,-40.6,0.000,1.000,0.000,17.7,0.0,8.8,18.7,0.0,0.0,83.3,41.4,,-0.1,0.0,-0.1,-1.113,,-40.7,-5.9,-46.6,-0.1
513,Theo Pinson\pinsoth01,SG,25,NYK,17,34,-8.1,0.111,0.889,0.000,0.0,15.8,8.0,3.7,0.0,0.0,10.0,13.1,,-0.2,0.0,-0.1,-0.205,,-13.2,-2.5,-15.7,-0.1
514,Vincent Poirier\poirivi01,C,27,PHI,10,39,1.6,0.273,0.083,0.500,17.2,22.2,19.8,6.6,0.0,6.9,21.5,20.6,,-0.2,0.1,-0.1,-0.127,,-12.3,-2.4,-14.8,-0.1
515,Andre Roberson\roberan03,SG,29,BRK,5,63,4.2,0.202,0.571,0.143,12.9,13.3,13.2,7.4,2.3,1.4,11.8,11.7,,-0.1,0.1,-0.1,-0.043,,-5.2,-0.9,-6.1,-0.1
516,Jay Scrubb\scrubja01,SG,20,LAC,4,84,6.3,0.458,0.250,0.139,2.8,15.6,9.4,1.7,2.4,0.0,15.5,23.8,,-0.2,0.1,-0.1,-0.072,,-8.1,-2.8,-10.9,-0.2
517,Ray Spalding\spaldra01,C,23,HOU,2,19,0.8,0.410,0.250,0.500,10.8,11.7,11.2,0.0,0.0,9.4,38.1,17.6,,-0.1,0.0,-0.1,-0.184,,-12.2,-2.1,-14.3,-0.1
518,Cassius Stanley\stanlca01,SG,21,IND,24,93,5.5,0.383,0.302,0.209,9.4,13.9,11.7,1.4,0.5,1.7,2.1,22.0,,-0.2,0.1,-0.1,-0.050,,-7.2,-4.0,-11.2,-0.2
519,Tyrell Terry\terryty01,PG,20,DAL,11,56,6.0,0.318,0.438,0.188,0.0,11.7,5.9,14.0,4.4,0.0,10.4,15.3,,-0.1,0.1,-0.1,-0.049,,-7.5,2.6,-5.0,0.0
520,Noah Vonleh\vonleno01,PF,25,BRK,4,11,-19.0,0.000,0.667,0.000,0.0,9.6,5.0,10.2,0.0,0.0,40.0,19.8,,-0.1,0.0,-0.1,-0.488,,-20.9,-5.8,-26.7,-0.1
521,Greg Whittington\whittgr01,PF,27,DEN,4,12,-10.2,0.000,0.667,0.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.9,,-0.1,0.0,-0.1,-0.259,,-11.4,-5.7,-17.2,0.0
522,Kostas Antetokounmpo\antetko01,PF,23,LAL,15,56,0.0,0.382,0.000,1.300,8.1,29.9,19.1,2.3,1.7,6.4,41.2,20.7,,-0.3,0.1,-0.2,-0.174,,-13.3,0.8,-12.6,-0.1
523,Keljin Blevins\blevike01,SF,25,POR,17,75,-0.9,0.300,0.400,0.000,4.2,10.3,7.1,6.7,1.3,0.0,20.0,14.3,,-0.2,0.0,-0.2,-0.137,,-8.3,-2.3,-10.7,-0.2
524,Sekou Doumbouya\doumbse01,PF,20,DET,56,869,6.9,0.459,0.408,0.227,4.9,13.5,9.2,8.0,1.4,0.9,12.4,17.8,,-0.9,0.7,-0.2,-0.012,,-5.4,-1.3,-6.7,-1.0
525,Kris Dunn\dunnkr01,PG,26,ATL,4,45,-5.7,0.182,0.167,0.333,0.0,14.3,7.3,5.4,2.2,3.9,17.9,16.2,,-0.2,0.1,-0.2,-0.202,,-13.7,-0.1,-13.7,-0.1
526,Terrance Ferguson\fergute01,SG,22,PHI,13,49,-7.1,0.143,0.714,0.000,0.0,2.2,1.1,4.9,1.0,0.0,36.4,9.7,,-0.2,0.0,-0.2,-0.161,,-12.1,-2.2,-14.3,-0.2
527,Tim Frazier\fraziti01,PG,30,MEM,5,62,-0.5,0.177,0.400,0.300,0.0,13.8,6.8,30.8,1.5,1.5,15.0,18.1,,-0.3,0.1,-0.2,-0.169,,-10.7,-1.2,-11.9,-0.2
528,Isaiah Thomas\thomais02,PG,31,NOP,3,48,2.4,0.412,0.444,0.074,2.3,6.8,4.5,15.1,1.0,0.0,17.7,29.7,,-0.2,0.0,-0.2,-0.179,,-7.8,-5.2,-13.1,-0.1
529,John Wall\walljo01,PG,30,HOU,40,1288,15.4,0.503,0.343,0.291,1.3,9.7,5.3,36.2,1.5,2.1,14.7,31.7,,-1.0,0.8,-0.2,-0.007,,1.2,-1.9,-0.7,0.4
530,Markus Howard\howarma02,SG,21,DEN,37,205,6.4,0.477,0.613,0.085,0.6,11.0,5.8,12.6,1.0,0.5,14.1,27.2,,-0.4,0.1,-0.3,-0.068,,-5.5,-3.2,-8.7,-0.3
531,Jeremiah Martin\martije02,PG,24,CLE,9,75,1.4,0.313,0.364,0.152,2.9,7.6,5.2,7.9,3.3,2.4,14.6,23.9,,-0.4,0.1,-0.3,-0.207,,-8.3,-1.1,-9.5,-0.1
532,Rodney Hood\hoodro01,SF,28,TOT,55,942,5.6,0.452,0.435,0.108,2.6,9.4,5.9,7.5,1.2,0.7,11.7,14.1,,-0.7,0.3,-0.4,-0.019,,-4.9,-1.4,-6.4,-1.0
533,Jerome Robinson\robinje01,SG,23,WAS,17,305,4.1,0.400,0.442,0.211,1.4,11.8,6.6,10.2,1.8,1.6,15.5,16.7,,-0.7,0.3,-0.4,-0.057,,-6.9,-0.1,-7.0,-0.4
534,Michael Carter-Williams\cartemi01,SG,29,ORL,31,800,9.5,0.449,0.226,0.296,4.9,13.4,9.0,24.3,1.5,1.9,18.4,20.2,,-1.1,0.6,-0.5,-0.028,,-4.6,-0.2,-4.8,-0.6
535,Justise Winslow\winslju01,SF,24,MEM,26,507,6.2,0.395,0.257,0.167,3.7,21.1,12.3,13.3,1.4,2.1,14.1,21.9,,-1.3,0.6,-0.7,-0.066,,-6.2,0.2,-6.0,-0.5
536,Théo Maledon\maledth01,PG,19,OKC,65,1778,8.2,0.489,0.510,0.220,1.4,11.0,6.2,18.8,1.5,0.5,17.3,19.4,,-1.9,1.1,-0.8,-0.021,,-4.0,-1.0,-5.0,-1.3
537,Darius Bazley\bazleda01,PF,20,OKC,55,1714,9.7,0.491,0.414,0.258,3.1,21.2,12.0,8.9,0.8,1.3,13.7,22.1,,-2.3,1.4,-0.9,-0.026,,-3.1,-1.3,-4.4,-1.0
538,Josh Hall\halljo01,SF,20,OKC,21,336,1.0,0.363,0.374,0.444,1.8,16.6,9.1,11.6,0.6,0.3,17.4,18.1,,-1.1,0.2,-0.9,-0.126,,-9.7,-2.2,-11.9,-0.8
539,Killian Hayes\hayeski01,PG,19,DET,26,670,5.3,0.422,0.358,0.085,1.0,10.6,5.7,29.7,2.0,1.3,28.5,19.0,,-1.8,0.6,-1.1,-0.081,,-6.3,-0.9,-7.2,-0.9
540,Aleksej Pokusevski\pokusal01,PF,19,OKC,45,1090,6.1,0.430,0.507,0.103,2.8,17.6,10.1,13.1,0.9,3.4,18.8,20.5,,-2.9,1.0,-1.9,-0.084,,-5.1,-1.0,-6.1,-1.1
